title,location,skill,type,seniority_level,est_salary,remote,description
Business Development Director,"Robinson, McLennan County",[],full time,2,67842.86,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,"Carthage, Hamilton County",[],full time,2,52345.42,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,"Baldwinville, Worcester County",[],full time,2,66031.37,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,"South Boston, Suffolk County",[],full time,2,70407.43,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,"Pascoag, Providence County",[],full time,2,61050.51,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,"Framingham, Middlesex County",[],full time,2,64445.92,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,"Whitinsville, Worcester County",[],full time,2,66217.27,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Director,US,[],full time,2,66146.89,False,"The Business Development Director is responsible for hospital inpatient and outpatient census in the IRF and/or LTCH and mix through the design and implementation of referral programs and customer service strategies. This position oversees inpatient admission process. The Business Development Director manages, trains and develops hospital-wide Business Development Team and serves in a Senior Leadership role. The Business Development Director is responsible in creating an environment and culture"
Business Development Manager,"San Jose, Santa Clara County",[],full time,3,119799.29,False,"Are you known for setting your mind to something and doing what it takes to get there? Does the opportunity to work for an industry leader appeal to you? We are currently hiring a Business Development Manager to respond to the increasing demand for emergency services and restoration in your area This is a highly compensated position with commission potential. Base Salary Range is $75,000 - $110,000 Commission OTE is $50,000 - $160,000 Vehicle Allowance BRIEF DESCRIPTION: The Business Developmen"
Acquisitions & Development Interns,"Irving, Dallas",[],full time,2,37908.61,False,"Compensation Type: Hourly Highgate Hotels: Highgate is a premier real estate investment and hospitality management company widely recognized as an innovator in the industry. Highgate is the dominant player in U.S. gateway markets including New York, Boston, Miami, San Francisco and Honolulu, with a rapidly expanding presence in Europe, Latin America, and the Caribbean. Highgates portfolio of global properties represents an aggregate asset value exceeding $20B and generates over $5B in cumulati"
Product Development Manager,"Mcdonough, Henry County",[],full time,3,83512.87,False,"ALPLA is a global family-owned, privately held company that makes innovative, customized, recycled packaging for top companies such as P&G, Unilever, L'Oréal, Pepsi, and more. ALPLA values their employees, work-life balance, personal growth, compensation and sustainability. Manages projects with minor supervision and mentoring from Head of Product Development and Senior Project Managers. Coordinates activities during the development phase through approval of customer. Delivers to production on"
PHYSICIAN & NETWORK DEVELOPMENT LIAISON,"East Case, Baltimore",[],full time,2,36133.58,False,"PHYSICIAN & NETWORK DEVELOPMENT LIAISON Baltimore, MD SINAI-HOSPITAL FACULTY PRACTICE Full-time - Day shift - 8:00am-4:30pm Management & Supervisory 86544 $53.12-$84.99 Experience based Posted: November 15, 2024 Apply Now Save Job Saved Summary Position Summary The Physician and Network Development Liaison is responsible for relationship building with the overall objective of developing, maintaining, and growing a strong network of physicians and providers. The liaison works closely with the pr"
Regional Business Development Manager,"Madison, Davidson County",['Networking'],full time,3,107014.43,False,"BRIEF DESCRIPTION: The Regional Business Development Manager is responsible for generating new business opportunities by developing relationships. Primary responsibilities include inside and outside sales activities such as networking, lead generation, social media, and participation in trade associations. This position will have equal coverage responsibilities in the Nashville and Memphis areas. Experience with Commercial Insurance (property & real estate loss) is required. This is a highly co"
Staff Development Coordinator - RN,"Lakeport, Belknap County",[],full time,2,81794.24,False,"On Call Hours Required For This Position Benefits Tuition, Travel, and Wireless Service Discounts Variable compensation plans Health, Dental, Vision, Company-paid life insurance, 401K, Paid Time Off Nursing Tuition Assistance Program Employee Assistance Program to support mental health Employee Foundation to financially assist through unforeseen hardships Diverse, Equitable and Inclusive (DEI) workplace with DEI committee. DEI is a part of our company's DNA. Restrictions apply based on collecti"
Area Vice President of Business Development,"Oklahoma, US",[],full time,2,99968.79,False,"Overview: Become an Area Vice President of Business Development with Agape Care Group Are you a leader committed to creating meaningful patient experiences? Do you believe in the importance of providing top-quality hospice and palliative care to those who need it? We are looking for an Area Vice President of Business Development to join our team in South Carolina who is ready to lead and serve. As an Area Vice President of Business Development, you'll be a member of the Senior Leadership Team a"
Management Development Program (Leadership Trainee),"Cherry Hills Village, Arapahoe County",[],full time,2,57372.22,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"Prairieville, Ascension Parish",[],full time,2,50113.34,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"Sandston, Henrico County",[],full time,2,50356.23,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program - Dealers Choice,"Neillsville, Clark County",[],full time,2,50693.18,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program - Dealers Choice,"Lockhart, Covington County",[],full time,2,51135.66,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"Lakeside, Tarrant County",[],full time,2,52427.8,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"Pelham, Shelby County",[],full time,2,49444.55,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"Allegheny, Allegheny County",[],full time,2,42300.71,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program - Dealers Choice,"Skyland, Tuscaloosa County",[],full time,2,48266.29,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"New Milford, Winnebago County",[],full time,2,52801.12,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Management Development Program (Leadership Trainee),"Monona, Dane County",[],full time,2,62842.36,False,"Overview: Are you a recent graduate ready to launch your career with a Fortune 500 company? Join Beacon Building Products Management Development Program as a Leadership Trainee this January 2025 and become part of a value-driven organization, where youll develop the skills needed to grow into a leadership role. Be part of BUILDing a better tomorrow with Beacon, a leading distributor of roofing materials and complementary building products across the United States and Canada. At Beacon, youll"
Full Stack Developer,Bogor,"['JS', 'GraphQL', 'Next.js', 'Jenkins', 'CI/CD', 'Git', 'GitHub', 'GitLab']",full time,2,40879.19,False,"['Kualifikasi1. Pengalaman minimum 2 tahun terakhir menggunakan Next.js.2. Pengalaman minimum 1 tahun terakhir menggunakan GraphQL.3. Pengalaman minimum 2 tahun menggunakan Git (GitLab/GitHub).4. Memahami dan terbiasa menggunakan tools CI/CD (Git/Jenkins).5. Terbiasa dengan Unit Testing.Tanggung JawabBerkolaborasi dengan tim produk untuk membangun dan mengoptimalkan platform KARDOOS.Mengembangkan aplikasi web yang scalable dan berperforma tinggi.Mengimplementasikan pipeline CI/CD untuk deployment yang efisien.Menulis dan memelihara unit test untuk memastikan kualitas kode.Jenis Pekerjaan: Penuh Waktu, Paruh Waktu, Sementara, KontrakPanjang kontrak: 12 bulanJumlah jam yang diharapkan: 8 per mingguPendidikan:S1 (Diutamakan)Pengalaman:NextJs, GraohQL, Git: 5 tahun (Diutamakan)Tanggal Mulai yang Diharapkan: 26/11/2024', 'Kualifikasi', '1. Pengalaman minimum 2 tahun terakhir menggunakan Next.js.', '2. Pengalaman minimum 1 tahun terakhir menggunakan GraphQL.', '3. Pengalaman minimum 2 tahun menggunakan Git (GitLab/GitHub).', '4. Memahami dan terbiasa menggunakan tools CI/CD (Git/Jenkins).', '5. Terbiasa dengan Unit Testing.', 'Tanggung Jawab', 'Berkolaborasi dengan tim produk untuk membangun dan mengoptimalkan platform KARDOOS.', 'Mengembangkan aplikasi web yang scalable dan berperforma tinggi.', 'Mengimplementasikan pipeline CI/CD untuk deployment yang efisien.', 'Menulis dan memelihara unit test untuk memastikan kualitas kode.', 'Jenis Pekerjaan: Penuh Waktu, Paruh Waktu, Sementara, KontrakPanjang kontrak: 12 bulan', '', 'Jumlah jam yang diharapkan: 8 per minggu', 'Pendidikan:', 'S1 (Diutamakan)', 'S1 (Diutamakan)', 'Pengalaman:', 'NextJs, GraohQL, Git: 5 tahun (Diutamakan)', 'NextJs, GraohQL, Git: 5 tahun (Diutamakan)', 'Tanggal Mulai yang Diharapkan: 26/11/2024', '']"
Senior Full Stack WordPress Developer,Yogyakarta,"['JavaScript', 'PHP', 'MySQL', 'AWS', 'Azure', 'Git', 'REST API', 'Webpack']",full time,3,40879.19,False,"[""Position Overview:Agency Immersive is seeking an experienced Senior Full Stack WordPress Developer to oversee the complete lifecycle of our WordPress-based projects. The ideal candidate will excel in both front-end and back-end development, ensuring seamless integration and optimal performance of our websites. A strong understanding of User Experience (UX) principles and proficiency with Elementor are essential to ensure our digital solutions are intuitive, user-friendly, and efficiently built. Fluency in English and availability during North American time zones are required.Key Responsibilities:Full Stack Development: Develop and maintain WordPress websites, ensuring robust functionality and an exceptional user experience.Elementor Proficiency: Utilize Elementor to design and implement custom page layouts and templates, enhancing the visual appeal and functionality of websites.Custom Theme and Plugin Development: Create and customize themes and plugins to meet specific project requirements.Website Architecture: Design and implement website structures that support scalability and performance.API Integration: Integrate third-party services and APIs to enhance website capabilities.Performance Optimization: Optimize websites for speed, responsiveness, and overall performance.Security Implementation: Implement and maintain security best practices to protect websites from vulnerabilities.Collaboration: Work closely with designers and content creators to deliver high-quality digital solutions.Qualifications:Experience: Minimum of 5 years in WordPress development, with a focus on full stack development.Technical Skills:Proficiency in PHP, JavaScript, HTML5, CSS3, and MySQL.Extensive experience with Elementor for building and customizing WordPress pages.Strong understanding of WordPress architecture, including custom post types, taxonomies, and the REST API.Familiarity with version control systems, particularly Git.Experience with front-end build tools and package managers (e.g., Webpack, npm).UX Understanding: Demonstrated ability to implement UX best practices to create intuitive and user-friendly websites.Problem-Solving: Demonstrated ability to troubleshoot complex issues and implement effective solutions.Communication: Excellent verbal and written communication skills in English, with the ability to articulate technical concepts to non-technical stakeholders.Time Zone Availability: Ability to work during North American time zones to collaborate effectively with the team and clients.Preferred Qualifications:Education: Bachelor's degree in Computer Science, Information Technology, or a related field.Certifications: Relevant certifications in WordPress development or related technologies.Additional Skills: Experience with WooCommerce, headless WordPress setups, and familiarity with cloud services (e.g., AWS, Azure) are advantageous.Application Process:Interested candidates are invited to submit their resume, a cover letter detailing their relevant experience, and a portfolio showcasing previous WordPress projects. Please include examples that demonstrate your full stack development capabilities, proficiency with Elementor, and any custom themes or plugins you have developed.Job Type: Full-time"", 'Position Overview:', 'Position Overview:', 'Agency Immersive is seeking an experienced Senior Full Stack WordPress Developer to oversee the complete lifecycle of our WordPress-based projects. The ideal candidate will excel in both front-end and back-end development, ensuring seamless integration and optimal performance of our websites. A strong understanding of User Experience (UX) principles and proficiency with Elementor are essential to ensure our digital solutions are intuitive, user-friendly, and efficiently built. Fluency in English and availability during North American time zones are required.', 'Key Responsibilities:', 'Key Responsibilities:', 'Full Stack Development: Develop and maintain WordPress websites, ensuring robust functionality and an exceptional user experience.Elementor Proficiency: Utilize Elementor to design and implement custom page layouts and templates, enhancing the visual appeal and functionality of websites.Custom Theme and Plugin Development: Create and customize themes and plugins to meet specific project requirements.Website Architecture: Design and implement website structures that support scalability and performance.API Integration: Integrate third-party services and APIs to enhance website capabilities.Performance Optimization: Optimize websites for speed, responsiveness, and overall performance.Security Implementation: Implement and maintain security best practices to protect websites from vulnerabilities.Collaboration: Work closely with designers and content creators to deliver high-quality digital solutions.', 'Full Stack Development: Develop and maintain WordPress websites, ensuring robust functionality and an exceptional user experience.', 'Full Stack Development:', 'Elementor Proficiency: Utilize Elementor to design and implement custom page layouts and templates, enhancing the visual appeal and functionality of websites.', 'Elementor Proficiency:', 'Custom Theme and Plugin Development: Create and customize themes and plugins to meet specific project requirements.', 'Custom Theme and Plugin Development:', 'Website Architecture: Design and implement website structures that support scalability and performance.', 'Website Architecture:', 'API Integration: Integrate third-party services and APIs to enhance website capabilities.', 'API Integration:', 'Performance Optimization: Optimize websites for speed, responsiveness, and overall performance.', 'Performance Optimization:', 'Security Implementation: Implement and maintain security best practices to protect websites from vulnerabilities.', 'Security Implementation:', 'Collaboration: Work closely with designers and content creators to deliver high-quality digital solutions.', 'Collaboration:', 'Qualifications:', 'Qualifications:', 'Experience: Minimum of 5 years in WordPress development, with a focus on full stack development.Technical Skills:Proficiency in PHP, JavaScript, HTML5, CSS3, and MySQL.Extensive experience with Elementor for building and customizing WordPress pages.Strong understanding of WordPress architecture, including custom post types, taxonomies, and the REST API.Familiarity with version control systems, particularly Git.Experience with front-end build tools and package managers (e.g., Webpack, npm).UX Understanding: Demonstrated ability to implement UX best practices to create intuitive and user-friendly websites.Problem-Solving: Demonstrated ability to troubleshoot complex issues and implement effective solutions.Communication: Excellent verbal and written communication skills in English, with the ability to articulate technical concepts to non-technical stakeholders.Time Zone Availability: Ability to work during North American time zones to collaborate effectively with the team and clients.', 'Experience: Minimum of 5 years in WordPress development, with a focus on full stack development.', 'Experience:', 'Technical Skills:', 'Technical Skills:', 'Proficiency in PHP, JavaScript, HTML5, CSS3, and MySQL.', 'Extensive experience with Elementor for building and customizing WordPress pages.', 'Strong understanding of WordPress architecture, including custom post types, taxonomies, and the REST API.', 'Familiarity with version control systems, particularly Git.', 'Experience with front-end build tools and package managers (e.g., Webpack, npm).', 'UX Understanding: Demonstrated ability to implement UX best practices to create intuitive and user-friendly websites.', 'UX Understanding:', 'Problem-Solving: Demonstrated ability to troubleshoot complex issues and implement effective solutions.', 'Problem-Solving:', 'Communication: Excellent verbal and written communication skills in English, with the ability to articulate technical concepts to non-technical stakeholders.', 'Communication:', 'Time Zone Availability: Ability to work during North American time zones to collaborate effectively with the team and clients.', 'Time Zone Availability:', 'Preferred Qualifications:', 'Preferred Qualifications:', ""Education: Bachelor's degree in Computer Science, Information Technology, or a related field.Certifications: Relevant certifications in WordPress development or related technologies.Additional Skills: Experience with WooCommerce, headless WordPress setups, and familiarity with cloud services (e.g., AWS, Azure) are advantageous."", ""Education: Bachelor's degree in Computer Science, Information Technology, or a related field."", 'Education:', 'Certifications: Relevant certifications in WordPress development or related technologies.', 'Certifications:', 'Additional Skills: Experience with WooCommerce, headless WordPress setups, and familiarity with cloud services (e.g., AWS, Azure) are advantageous.', 'Additional Skills:', 'Application Process:', 'Application Process:', 'Interested candidates are invited to submit their resume, a cover letter detailing their relevant experience, and a portfolio showcasing previous WordPress projects. Please include examples that demonstrate your full stack development capabilities, proficiency with Elementor, and any custom themes or plugins you have developed.', 'Job Type: Full-time', '']"
Web / Software developer,Jakarta,"['PHP', 'MySQL', 'Linux', 'REST API']",full time,2,40879.19,False,"[""PLEASE NOTE! CV/resume and responses MUST be in English! You must be sufficiently competent in English to understand and carry out work instructions.We're a professional services company based in Singapore seeking local Malaysia based staff to support our international team. We are a customer focused company that treat staff like family.We are seeking a talented web and software developer to assist with the development of our applications and web services.No overtime! You will not be expected to stay back and work. You will have an Australian boss who respects work/life balance.The environment is primarily PHP, Mysql and Apache, running on linux servers. Our systems include voip (asterisk), web based crm (php), mail (postfix and dovecot), website (joomla and wordpress), and marketing (mautic).You would report to the director and would join our existing IT team however you will be working independently on projects. The director would act as the project manager and solution architect, however you would be expect to actively participate in the solution design and make recommendations.In addition to maintenance and enhancement of our existing systems, the scope would include:REST API and other connectivity to integrate / connect systemsDeveloping automation scriptsIntegration with OpenAIWebsite development and enhancements (joomla and wordpress)Configuration and development in CRM (low code environment with some scripting required)Integration of SMS, Whatsapp, Telegram, Facebook and other communication channels to systemsRecommending solutions / strategies for applications and infrastructureWho should apply?Effective communicator in EnglishCompetent in required skills and technical knowledgeAble to work independently with minimal supervision (sole developer)If interested provide a CV/resume and a cover letter telling us about yourself, what motivates you and why you are interested in this job.Job Type: Full-timeApplication Question(s):What is your current salary ?What is your expected salary ?If you're currently working, tell us why you want to change employment ?Tell us why we should hire youPlease provide url for some websites or web applications you have developedLanguage:English fluently (Required)"", 'PLEASE NOTE! CV/resume and responses MUST be in English! You must be sufficiently competent in English to understand and carry out work instructions.', ""We're a professional services company based in Singapore seeking local Malaysia based staff to support our international team. We are a customer focused company that treat staff like family."", 'We are seeking a talented web and software developer to assist with the development of our applications and web services.', 'No overtime! You will not be expected to stay back and work. You will have an Australian boss who respects work/life balance.', 'The environment is primarily PHP, Mysql and Apache, running on linux servers. Our systems include voip (asterisk), web based crm (php), mail (postfix and dovecot), website (joomla and wordpress), and marketing (mautic).', 'You would report to the director and would join our existing IT team however you will be working independently on projects. The director would act as the project manager and solution architect, however you would be expect to actively participate in the solution design and make recommendations.', 'In addition to maintenance and enhancement of our existing systems, the scope would include:', 'REST API and other connectivity to integrate / connect systemsDeveloping automation scriptsIntegration with OpenAIWebsite development and enhancements (joomla and wordpress)Configuration and development in CRM (low code environment with some scripting required)Integration of SMS, Whatsapp, Telegram, Facebook and other communication channels to systemsRecommending solutions / strategies for applications and infrastructure', 'REST API and other connectivity to integrate / connect systems', 'Developing automation scripts', 'Integration with OpenAI', 'Website development and enhancements (joomla and wordpress)', 'Configuration and development in CRM (low code environment with some scripting required)', 'Integration of SMS, Whatsapp, Telegram, Facebook and other communication channels to systems', 'Recommending solutions / strategies for applications and infrastructure', 'Who should apply?', 'Effective communicator in EnglishCompetent in required skills and technical knowledgeAble to work independently with minimal supervision (sole developer)', 'Effective communicator in English', 'Competent in required skills and technical knowledge', 'Able to work independently with minimal supervision (sole developer)', 'If interested provide a CV/resume and a cover letter telling us about yourself, what motivates you and why you are interested in this job.', 'Job Type: Full-time', 'Application Question(s):', ""What is your current salary ?What is your expected salary ?If you're currently working, tell us why you want to change employment ?Tell us why we should hire youPlease provide url for some websites or web applications you have developed"", 'What is your current salary ?', 'What is your expected salary ?', ""If you're currently working, tell us why you want to change employment ?"", 'Tell us why we should hire you', 'Please provide url for some websites or web applications you have developed', 'Language:', 'English fluently (Required)', 'English fluently (Required)', '']"
PHP Web Developer,Jakarta,"['JavaScript', 'PHP', 'HTML', 'CSS', 'MySQL', 'Laravel', 'AWS', 'Google Cloud', 'GitHub']",full time,2,40879.19,False,"['Conduct analysis of website and application requirements.Writing front-end and back-end PHP codeDeveloping back-end portals with an optimized database.Develop scalable PHP applications.Troubleshooting application and code issues.Integrate with MySQL databaseMaintain and debug PHP issuesCandidate should be:Self driven and able to work independentlyFamiliar with PHP programmingFamiliar with MySQL databaseKnowledge of PHP web frameworks including Laravel, and CodeIgniterKnowledge of front-end technologies including CSS3, JavaScript, and HTML5Understanding of object-oriented PHP programming.Proficient with code versioning tools including GitHubAbility to project manageGood problem-solving skillsKnowledge of cloud hosting like AWS, Google, etcJob Types: Full-time, PermanentApplication Question(s):Do you have experience using AWS and/or Google Cloud?What is your (1) current and (2) expected salary?Any other IT knowledge and skills? mobile app development, seo, data analytics, etc.Experience:PHP, CSS, Javascript, HTML: 3 years (Preferred)Language:English (Preferred)', 'Conduct analysis of website and application requirements.Writing front-end and back-end PHP codeDeveloping back-end portals with an optimized database.Develop scalable PHP applications.Troubleshooting application and code issues.Integrate with MySQL databaseMaintain and debug PHP issues', 'Conduct analysis of website and application requirements.', 'Writing front-end and back-end PHP code', 'Developing back-end portals with an optimized database.', 'Develop scalable PHP applications.', 'Troubleshooting application and code issues.', 'Integrate with MySQL database', 'Maintain and debug PHP issues', 'Candidate should be:', 'Self driven and able to work independentlyFamiliar with PHP programmingFamiliar with MySQL databaseKnowledge of PHP web frameworks including Laravel, and CodeIgniterKnowledge of front-end technologies including CSS3, JavaScript, and HTML5Understanding of object-oriented PHP programming.Proficient with code versioning tools including GitHubAbility to project manageGood problem-solving skillsKnowledge of cloud hosting like AWS, Google, etc', 'Self driven and able to work independently', 'Familiar with PHP programming', 'Familiar with MySQL database', 'Knowledge of PHP web frameworks including Laravel, and CodeIgniter', 'Knowledge of front-end technologies including CSS3, JavaScript, and HTML5', 'Understanding of object-oriented PHP programming.', 'Proficient with code versioning tools including GitHub', 'Ability to project manage', 'Good problem-solving skills', 'Knowledge of cloud hosting like AWS, Google, etc', 'Job Types: Full-time, Permanent', 'Application Question(s):', 'Do you have experience using AWS and/or Google Cloud?What is your (1) current and (2) expected salary?Any other IT knowledge and skills? mobile app development, seo, data analytics, etc.', 'Do you have experience using AWS and/or Google Cloud?', 'What is your (1) current and (2) expected salary?', 'Any other IT knowledge and skills? mobile app development, seo, data analytics, etc.', 'Experience:', 'PHP, CSS, Javascript, HTML: 3 years (Preferred)', 'PHP, CSS, Javascript, HTML: 3 years (Preferred)', 'Language:', 'English (Preferred)', 'English (Preferred)', '']"
